latitude,longitude,brightness,scan,track,acq_date  ,acq_time,satellite,confidence,version,bright_t31,frp   ,daynight
-25.099 ,151.463  ,319.4     ,1   ,1    ,2019-01-22,0005    ,T        ,40        ,6.0NRT ,298.2     ,10.6  ,D
-24.994 ,148.923  ,332.3     ,1.3 ,1.1  ,2019-01-22,0005    ,T        ,67        ,6.0NRT ,307.3     ,23.7  ,D
-25.023 ,148.969  ,348.7     ,1.3 ,1.1  ,2019-01-22,0005    ,T        ,93        ,6.0NRT ,310.8     ,62.2  ,D
-25.025 ,148.982  ,330.6     ,1.3 ,1.1  ,2019-01-22,0005    ,T        ,66        ,6.0NRT ,307.4     ,19.5  ,D
-24.949 ,148.144  ,325.2     ,1.4 ,1.2  ,2019-01-22,0005    ,T        ,50        ,6.0NRT ,302.8     ,23.8  ,D
-28.7   ,152.219  ,323.1     ,1   ,1    ,2019-01-22,0005    ,T        ,60        ,6.0NRT ,303.8     ,8.9   ,D
-27.704 ,142.073  ,332       ,3.2 ,1.7  ,2019-01-22,0005    ,T        ,69        ,6.0NRT ,308.1     ,60.9  ,D
-27.699 ,142.067  ,333.7     ,3.2 ,1.7  ,2019-01-22,0005    ,T        ,73        ,6.0NRT ,308.2     ,72.7  ,D
-29.909 ,148.099  ,360.4     ,1.2 ,1.1  ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,311       ,83.2  ,D
-29.911 ,148.111  ,338.3     ,1.2 ,1.1  ,2019-01-22,0005    ,T        ,80        ,6.0NRT ,310.3     ,21.8  ,D
-30.273 ,148.61   ,341.6     ,1.1 ,1.1  ,2019-01-22,0005    ,T        ,85        ,6.0NRT ,309       ,30.6  ,D
-33.795 ,150.885  ,321.3     ,1   ,1    ,2019-01-22,0005    ,T        ,49        ,6.0NRT ,304.4     ,7.8   ,D
-34.466 ,150.888  ,323.5     ,1   ,1    ,2019-01-22,0005    ,T        ,0         ,6.0NRT ,305.2     ,9.2   ,D
-35.369 ,148.246  ,338.4     ,1   ,1    ,2019-01-22,0005    ,T        ,84        ,6.0NRT ,304.3     ,29.5  ,D
-35.37  ,148.257  ,362.8     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,306.2     ,84.7  ,D
-35.961 ,148.204  ,328.3     ,1   ,1    ,2019-01-22,0005    ,T        ,28        ,6.0NRT ,304.8     ,16.1  ,D
-35.99  ,148.209  ,331.3     ,1   ,1    ,2019-01-22,0005    ,T        ,62        ,6.0NRT ,301.8     ,20.9  ,D
-36.023 ,148.178  ,322.1     ,1   ,1    ,2019-01-22,0005    ,T        ,32        ,6.0NRT ,301       ,10.8  ,D
-36.025 ,148.189  ,324.3     ,1   ,1    ,2019-01-22,0005    ,T        ,44        ,6.0NRT ,299.8     ,14.1  ,D
-35.722 ,143.789  ,334.1     ,1.6 ,1.3  ,2019-01-22,0005    ,T        ,50        ,6.0NRT ,317.1     ,19.2  ,D
-37.261 ,148.006  ,323.1     ,1   ,1    ,2019-01-22,0005    ,T        ,65        ,6.0NRT ,301.3     ,14.7  ,D
-37.263 ,148.017  ,317.2     ,1   ,1    ,2019-01-22,0005    ,T        ,51        ,6.0NRT ,301.8     ,8.7   ,D
-37.264 ,148.029  ,318.9     ,1   ,1    ,2019-01-22,0005    ,T        ,37        ,6.0NRT ,301.7     ,9     ,D
-41.914 ,146.573  ,343.9     ,1   ,1    ,2019-01-22,0005    ,T        ,87        ,6.0NRT ,309.4     ,40.4  ,D
-41.916 ,146.585  ,344.3     ,1   ,1    ,2019-01-22,0005    ,T        ,91        ,6.0NRT ,306.3     ,41    ,D
-41.919 ,146.546  ,350.3     ,1   ,1    ,2019-01-22,0005    ,T        ,90        ,6.0NRT ,307.1     ,52.5  ,D
-41.923 ,146.506  ,357.5     ,1   ,1    ,2019-01-22,0005    ,T        ,93        ,6.0NRT ,308.3     ,71.2  ,D
-41.925 ,146.519  ,384.2     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,314.5     ,164   ,D
-41.927 ,146.531  ,346.3     ,1   ,1    ,2019-01-22,0005    ,T        ,87        ,6.0NRT ,307.7     ,43.1  ,D
-41.932 ,146.504  ,368.2     ,1   ,1    ,2019-01-22,0005    ,T        ,94        ,6.0NRT ,313.1     ,98.1  ,D
-41.939 ,146.553  ,361.6     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,311.7     ,78    ,D
-41.947 ,146.538  ,356.7     ,1   ,1    ,2019-01-22,0005    ,T        ,85        ,6.0NRT ,308.8     ,64.2  ,D
-41.958 ,146.548  ,343.7     ,1   ,1    ,2019-01-22,0005    ,T        ,71        ,6.0NRT ,304.5     ,38.9  ,D
-41.983 ,146.592  ,353.6     ,1   ,1    ,2019-01-22,0005    ,T        ,91        ,6.0NRT ,309.4     ,61.9  ,D
-41.99  ,146.584  ,339.7     ,1   ,1    ,2019-01-22,0005    ,T        ,68        ,6.0NRT ,310.1     ,32.4  ,D
-42.001 ,146.657  ,341.6     ,1   ,1    ,2019-01-22,0005    ,T        ,75        ,6.0NRT ,310.4     ,32.4  ,D
-42.003 ,146.669  ,344.5     ,1   ,1    ,2019-01-22,0005    ,T        ,70        ,6.0NRT ,305.4     ,36.9  ,D
-42.005 ,146.681  ,342.8     ,1   ,1    ,2019-01-22,0005    ,T        ,56        ,6.0NRT ,302.5     ,35.5  ,D
-42.008 ,146.642  ,379.5     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,312.2     ,141   ,D
-42.01  ,146.654  ,467.4     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,335.1     ,971.3 ,D
-42.012 ,146.667  ,409.1     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,311.9     ,302   ,D
-42.014 ,146.679  ,344.6     ,1   ,1    ,2019-01-22,0005    ,T        ,77        ,6.0NRT ,305.9     ,38.8  ,D
-42.016 ,146.691  ,337       ,1   ,1    ,2019-01-22,0005    ,T        ,16        ,6.0NRT ,308       ,26.8  ,D
-42.017 ,146.639  ,339.1     ,1   ,1    ,2019-01-22,0005    ,T        ,85        ,6.0NRT ,309       ,26.7  ,D
-42.019 ,146.652  ,335.7     ,1   ,1    ,2019-01-22,0005    ,T        ,73        ,6.0NRT ,306.8     ,19.9  ,D
-42.027 ,146.701  ,365.7     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,309.4     ,95.2  ,D
-42.032 ,146.674  ,352.2     ,1   ,1    ,2019-01-22,0005    ,T        ,96        ,6.0NRT ,310       ,54.8  ,D
-42.034 ,146.686  ,357       ,1   ,1    ,2019-01-22,0005    ,T        ,98        ,6.0NRT ,309       ,68.1  ,D
-42.036 ,146.698  ,458       ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,331.6     ,829.4 ,D
-42.038 ,146.71   ,397.2     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,305.5     ,233.4 ,D
-42.016 ,146.512  ,362.2     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,306.8     ,84.1  ,D
-42.018 ,146.524  ,364.6     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,308.9     ,90.1  ,D
-42.028 ,146.586  ,330.5     ,1   ,1    ,2019-01-22,0005    ,T        ,72        ,6.0NRT ,307.4     ,18.2  ,D
-42.03  ,146.598  ,332.9     ,1   ,1    ,2019-01-22,0005    ,T        ,70        ,6.0NRT ,308.4     ,20.8  ,D
-42.032 ,146.61   ,337.4     ,1   ,1    ,2019-01-22,0005    ,T        ,84        ,6.0NRT ,307       ,28    ,D
-42.035 ,146.635  ,347       ,1   ,1    ,2019-01-22,0005    ,T        ,94        ,6.0NRT ,304.6     ,45.2  ,D
-42.037 ,146.647  ,372.6     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,308.8     ,115.9 ,D
-42.039 ,146.659  ,379.3     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,309.2     ,142.2 ,D
-42.041 ,146.671  ,385.7     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,309.2     ,170.3 ,D
-42.043 ,146.683  ,348.1     ,1   ,1    ,2019-01-22,0005    ,T        ,94        ,6.0NRT ,303.3     ,49.3  ,D
-42.045 ,146.695  ,318.3     ,1   ,1    ,2019-01-22,0005    ,T        ,51        ,6.0NRT ,299       ,8.4   ,D
-42.027 ,146.521  ,337.6     ,1   ,1    ,2019-01-22,0005    ,T        ,83        ,6.0NRT ,304.8     ,30.4  ,D
-42.029 ,146.534  ,357.5     ,1   ,1    ,2019-01-22,0005    ,T        ,99        ,6.0NRT ,308.6     ,72.3  ,D
-42.031 ,146.546  ,360.7     ,1   ,1    ,2019-01-22,0005    ,T        ,100       ,6.0NRT ,307.3     ,81.6  ,D
-42.033 ,146.558  ,347.1     ,1   ,1    ,2019-01-22,0005    ,T        ,94        ,6.0NRT ,304.1     ,48.7  ,D
-42.039 ,146.595  ,338.4     ,1   ,1    ,2019-01-22,0005    ,T        ,87        ,6.0NRT ,303.7     ,31.6  ,D
-42.962 ,146.347  ,332.7     ,1   ,1    ,2019-01-22,0010    ,T        ,45        ,6.0NRT ,302.3     ,23.6  ,D
-42.969 ,146.339  ,318.4     ,1   ,1    ,2019-01-22,0010    ,T        ,72        ,6.0NRT ,300.1     ,13.6  ,D
-42.971 ,146.352  ,322.3     ,1   ,1    ,2019-01-22,0010    ,T        ,67        ,6.0NRT ,299.9     ,17.2  ,D
-42.973 ,146.364  ,325.4     ,1   ,1    ,2019-01-22,0010    ,T        ,81        ,6.0NRT ,299       ,21.2  ,D
-42.975 ,146.376  ,314.6     ,1   ,1    ,2019-01-22,0010    ,T        ,56        ,6.0NRT ,291.1     ,10.9  ,D
-43.013 ,146.378  ,314.2     ,1   ,1    ,2019-01-22,0010    ,T        ,31        ,6.0NRT ,294.7     ,9.8   ,D
-43.097 ,146.741  ,359.7     ,1   ,1    ,2019-01-22,0010    ,T        ,99        ,6.0NRT ,297.9     ,80.5  ,D
-43.071 ,146.452  ,354.6     ,1   ,1    ,2019-01-22,0010    ,T        ,98        ,6.0NRT ,295.6     ,70.3  ,D
-43.096 ,146.613  ,320.3     ,1   ,1    ,2019-01-22,0010    ,T        ,42        ,6.0NRT ,295.5     ,15.3  ,D
-43.098 ,146.625  ,355.7     ,1   ,1    ,2019-01-22,0010    ,T        ,98        ,6.0NRT ,297.1     ,73.7  ,D
-43.103 ,146.605  ,318.5     ,1   ,1    ,2019-01-22,0010    ,T        ,77        ,6.0NRT ,294.5     ,14.4  ,D
-43.104 ,146.617  ,363.2     ,1   ,1    ,2019-01-22,0010    ,T        ,100       ,6.0NRT ,300.2     ,94.3  ,D
-43.106 ,146.629  ,333.9     ,1   ,1    ,2019-01-22,0010    ,T        ,88        ,6.0NRT ,293.3     ,32.5  ,D
-43.116 ,146.691  ,302.5     ,1   ,1    ,2019-01-22,0010    ,T        ,34        ,6.0NRT ,292.2     ,3.7   ,D
-43.118 ,146.703  ,317.3     ,1   ,1    ,2019-01-22,0010    ,T        ,76        ,6.0NRT ,294.8     ,14.1  ,D
-43.12  ,146.716  ,341       ,1   ,1    ,2019-01-22,0010    ,T        ,92        ,6.0NRT ,296.2     ,44    ,D
-43.122 ,146.728  ,341       ,1   ,1    ,2019-01-22,0010    ,T        ,92        ,6.0NRT ,294.3     ,43.6  ,D
-43.09  ,146.466  ,356.5     ,1   ,1    ,2019-01-22,0010    ,T        ,98        ,6.0NRT ,291.4     ,74.5  ,D
-43.108 ,146.577  ,329.3     ,1   ,1    ,2019-01-22,0010    ,T        ,52        ,6.0NRT ,293.4     ,23.9  ,D
-43.114 ,146.498  ,331.5     ,1   ,1    ,2019-01-22,0010    ,T        ,67        ,6.0NRT ,293.5     ,26.2  ,D
-43.116 ,146.51   ,328.4     ,1   ,1    ,2019-01-22,0010    ,T        ,50        ,6.0NRT ,293.5     ,22.1  ,D
-20.242 ,-40.246  ,305.6     ,4.1 ,1.9  ,2019-01-22,0040    ,T        ,33        ,6.0NRT ,292.7     ,40    ,N
-7.554  ,-35.225  ,306       ,1.2 ,1.1  ,2019-01-22,0045    ,T        ,66        ,6.0NRT ,295.4     ,7     ,N
13.879  ,27.793   ,301.5     ,2.6 ,1.5  ,2019-01-22,0020    ,A        ,42        ,6.0NRT ,287.3     ,23.9  ,N
12.413  ,17.688   ,304.5     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,60        ,6.0NRT ,289       ,8.7   ,N
11.338  ,21.931   ,306.2     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,67        ,6.0NRT ,291.7     ,8.3   ,N
11.328  ,21.929   ,302.3     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,37        ,6.0NRT ,291.9     ,5.4   ,N
11.284  ,21.902   ,307.3     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,71        ,6.0NRT ,292       ,9.4   ,N
11.283  ,21.912   ,309.9     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,78        ,6.0NRT ,291.8     ,11.5  ,N
11.41   ,19.355   ,307.5     ,1   ,1    ,2019-01-22,0020    ,A        ,29        ,6.0NRT ,293.9     ,6.7   ,N
12.207  ,13.301   ,302.4     ,2.3 ,1.5  ,2019-01-22,0020    ,A        ,49        ,6.0NRT ,290.3     ,18.9  ,N
10.758  ,23.091   ,311       ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,81        ,6.0NRT ,292.6     ,15.7  ,N
10.756  ,23.103   ,325.3     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,293.6     ,35.6  ,N
11.04   ,19.738   ,308.3     ,1   ,1    ,2019-01-22,0020    ,A        ,74        ,6.0NRT ,287.6     ,8.6   ,N
11.032  ,19.737   ,315.1     ,1   ,1    ,2019-01-22,0020    ,A        ,79        ,6.0NRT ,287.5     ,13    ,N
11.03   ,19.746   ,318.6     ,1   ,1    ,2019-01-22,0020    ,A        ,96        ,6.0NRT ,288.7     ,16.2  ,N
11.021  ,19.744   ,322.6     ,1   ,1    ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,289.2     ,19.6  ,N
11.014  ,19.734   ,318.7     ,1   ,1    ,2019-01-22,0020    ,A        ,97        ,6.0NRT ,288.5     ,16.3  ,N
11.005  ,19.733   ,340.3     ,1   ,1    ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,291.8     ,44.1  ,N
10.587  ,22.293   ,315.7     ,1.2 ,1.1  ,2019-01-22,0020    ,A        ,92        ,6.0NRT ,292.3     ,18.4  ,N
10.586  ,22.304   ,301.9     ,1.2 ,1.1  ,2019-01-22,0020    ,A        ,44        ,6.0NRT ,290.6     ,6     ,N
10.568  ,22.29    ,305.5     ,1.2 ,1.1  ,2019-01-22,0020    ,A        ,61        ,6.0NRT ,290.2     ,8.8   ,N
10.473  ,19.276   ,311.2     ,1   ,1    ,2019-01-22,0020    ,A        ,82        ,6.0NRT ,294.1     ,9.6   ,N
10.472  ,19.285   ,329       ,1   ,1    ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,296.3     ,27.3  ,N
9.991   ,21.567   ,304.9     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,62        ,6.0NRT ,291.8     ,7.6   ,N
8.942   ,23.429   ,306.8     ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,69        ,6.0NRT ,294.2     ,13.6  ,N
8.94    ,23.442   ,309.4     ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,77        ,6.0NRT ,292.8     ,17.1  ,N
8.798   ,20.189   ,315.7     ,1   ,1    ,2019-01-22,0020    ,A        ,92        ,6.0NRT ,286.9     ,15.5  ,N
8.271   ,22.76    ,307.7     ,1.4 ,1.2  ,2019-01-22,0020    ,A        ,72        ,6.0NRT ,286.1     ,15.9  ,N
8.169   ,22.491   ,319.3     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,98        ,6.0NRT ,280.7     ,29.4  ,N
7.859   ,23.078   ,313.3     ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,87        ,6.0NRT ,288.2     ,22    ,N
7.857   ,23.092   ,307.3     ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,57        ,6.0NRT ,288.6     ,14.4  ,N
7.863   ,23.087   ,306.2     ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,29        ,6.0NRT ,290       ,13    ,N
7.853   ,23.085   ,308       ,1.5 ,1.2  ,2019-01-22,0020    ,A        ,61        ,6.0NRT ,287.6     ,15.5  ,N
8.375   ,19.496   ,300.5     ,1   ,1    ,2019-01-22,0020    ,A        ,14        ,6.0NRT ,282       ,5.2   ,N
7.722   ,22.739   ,304.2     ,1.4 ,1.2  ,2019-01-22,0020    ,A        ,59        ,6.0NRT ,282       ,13.5  ,N
7.299   ,24.057   ,342.1     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,290.1     ,108   ,N
7.484   ,22.741   ,303.6     ,1.4 ,1.2  ,2019-01-22,0020    ,A        ,27        ,6.0NRT ,285.8     ,11.4  ,N
7.274   ,24.069   ,314.8     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,47        ,6.0NRT ,288.4     ,28.9  ,N
7.262   ,24.067   ,305.8     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,25        ,6.0NRT ,289.3     ,15.4  ,N
7.235   ,23.96    ,303.9     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,57        ,6.0NRT ,288.9     ,15.8  ,N
7.989   ,18.748   ,300.3     ,1   ,1    ,2019-01-22,0020    ,A        ,25        ,6.0NRT ,287.3     ,4.5   ,N
7.11    ,24.244   ,304.9     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,62        ,6.0NRT ,290.4     ,17.7  ,N
7.098   ,24.242   ,318.7     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,97        ,6.0NRT ,291.5     ,43.1  ,N
7.533   ,21.169   ,301.5     ,1.1 ,1.1  ,2019-01-22,0020    ,A        ,42        ,6.0NRT ,279.1     ,8.3   ,N
7       ,23.833   ,313.1     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,85        ,6.0NRT ,290.1     ,27.9  ,N
6.978   ,23.972   ,301.7     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,22        ,6.0NRT ,287       ,12.4  ,N
7.003   ,23.827   ,309.4     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,77        ,6.0NRT ,289.6     ,23.7  ,N
6.981   ,23.967   ,303.6     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,56        ,6.0NRT ,287.3     ,15.7  ,N
6.915   ,23.729   ,301.5     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,23        ,6.0NRT ,288.6     ,11.2  ,N
6.906   ,23.712   ,305.1     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,57        ,6.0NRT ,287.7     ,16    ,N
6.903   ,23.727   ,351.5     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,291.8     ,144   ,N
6.901   ,23.742   ,311.6     ,1.7 ,1.3  ,2019-01-22,0020    ,A        ,82        ,6.0NRT ,288.9     ,24.2  ,N
6.689   ,24.272   ,302.5     ,1.9 ,1.3  ,2019-01-22,0020    ,A        ,48        ,6.0NRT ,291.3     ,14.5  ,N
7.468   ,15.503   ,303.8     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,57        ,6.0NRT ,274.8     ,13.3  ,N
6.101   ,23.773   ,301.4     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,41        ,6.0NRT ,287.8     ,12.7  ,N
6.358   ,22.079   ,327.2     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,283.4     ,39.9  ,N
6.356   ,22.091   ,311.8     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,83        ,6.0NRT ,281.4     ,17.9  ,N
6.358   ,22.086   ,314.9     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,90        ,6.0NRT ,282.7     ,21.7  ,N
6.104   ,23.769   ,304.5     ,1.8 ,1.3  ,2019-01-22,0020    ,A        ,41        ,6.0NRT ,288.3     ,15.7  ,N
6.35    ,22.072   ,306.2     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,67        ,6.0NRT ,284.6     ,12.4  ,N
6.348   ,22.084   ,325.6     ,1.3 ,1.1  ,2019-01-22,0020    ,A        ,100       ,6.0NRT ,284       ,37.8  ,N
5.971   ,22.266   ,302.1     ,1.4 ,1.2  ,2019-01-22,0020    ,A        ,47        ,6.0NRT ,268.7     ,12.7  ,N
5.23    ,25.669   ,303.7     ,2.6 ,1.5  ,2019-01-22,0020    ,A        ,14        ,6.0NRT ,287       ,23.2  ,N
5.237   ,25.665   ,300.2     ,2.6 ,1.5  ,2019-01-22,0020    ,A        ,20        ,6.0NRT ,286.6     ,18.3  ,N
5.233   ,25.688   ,302.4     ,2.6 ,1.5  ,2019-01-22,0020    ,A        ,49        ,6.0NRT ,287.6     ,23.2  ,N
5.66    ,22.232   ,304.7     ,1.4 ,1.2  ,2019-01-22,0020    ,A        ,61        ,6.0NRT ,280.4     ,13.3  ,N
4.919   ,26.243   ,305.3     ,2.9 ,1.6  ,2019-01-22,0020    ,A        ,64        ,6.0NRT ,286.9     ,36.7  ,N
4.516   ,26.289   ,307.7     ,3   ,1.6  ,2019-01-22,0020    ,A        ,72        ,6.0NRT ,289.7     ,42.8  ,N
4.512   ,26.316   ,310.3     ,3   ,1.6  ,2019-01-22,0020    ,A        ,80        ,6.0NRT ,289       ,51.6  ,N
4.512   ,26.308   ,317.7     ,3   ,1.6  ,2019-01-22,0020    ,A        ,96        ,6.0NRT ,289.4     ,80.4  ,N
30.535  ,26.087   ,308.8     ,1.1 ,1    ,2019-01-22,0015    ,A        ,75        ,6.0NRT ,279.2     ,14.5  ,N
29.236  ,19.694   ,303.7     ,1.4 ,1.2  ,2019-01-22,0015    ,A        ,57        ,6.0NRT ,276.2     ,16.6  ,N
29.234  ,19.708   ,304.2     ,1.4 ,1.2  ,2019-01-22,0015    ,A        ,59        ,6.0NRT ,275.9     ,17.1  ,N
29.23   ,19.7     ,316.5     ,1.4 ,1.2  ,2019-01-22,0015    ,A        ,93        ,6.0NRT ,276.2     ,31.6  ,N
28.906  ,20.951   ,312.5     ,1.2 ,1.1  ,2019-01-22,0015    ,A        ,85        ,6.0NRT ,277.6     ,20.3  ,N
28.904  ,20.963   ,318.1     ,1.2 ,1.1  ,2019-01-22,0015    ,A        ,96        ,6.0NRT ,278       ,26.4  ,N
28.903  ,20.956   ,317.4     ,1.2 ,1.1  ,2019-01-22,0015    ,A        ,95        ,6.0NRT ,278       ,26.2  ,N
28.914  ,19.779   ,317.5     ,1.4 ,1.2  ,2019-01-22,0015    ,A        ,95        ,6.0NRT ,278.9     ,32.8  ,N
27.986  ,22.324   ,301.1     ,1   ,1    ,2019-01-22,0015    ,A        ,38        ,6.0NRT ,275.6     ,10    ,N
-28.512 ,127.675  ,369.4     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,322.8     ,88.6  ,D
-28.521 ,127.674  ,359.3     ,1   ,1    ,2019-01-22,0145    ,T        ,99        ,6.0NRT ,319.2     ,57.5  ,D
-28.632 ,126.178  ,354.5     ,1   ,1    ,2019-01-22,0145    ,T        ,96        ,6.0NRT ,322.1     ,41.1  ,D
-28.633 ,126.188  ,365.2     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,321.1     ,71.8  ,D
-28.641 ,126.176  ,377.1     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,323.3     ,112.3 ,D
-28.642 ,126.187  ,370.9     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,320.2     ,90.6  ,D
-28.65  ,126.174  ,396.5     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,324.9     ,206.5 ,D
-28.651 ,126.185  ,356.3     ,1   ,1    ,2019-01-22,0145    ,T        ,97        ,6.0NRT ,318.9     ,49.8  ,D
-28.657 ,126.162  ,343.7     ,1   ,1    ,2019-01-22,0145    ,T        ,55        ,6.0NRT ,317.2     ,21.3  ,D
-28.659 ,126.173  ,382.8     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,322.3     ,140.5 ,D
-28.661 ,126.13   ,357.1     ,1   ,1    ,2019-01-22,0145    ,T        ,97        ,6.0NRT ,322.1     ,51.5  ,D
-28.663 ,126.14   ,344.4     ,1   ,1    ,2019-01-22,0145    ,T        ,82        ,6.0NRT ,318.8     ,23.1  ,D
-28.666 ,126.161  ,342.3     ,1   ,1    ,2019-01-22,0145    ,T        ,81        ,6.0NRT ,314.9     ,22.4  ,D
-28.668 ,126.171  ,373.3     ,1   ,1    ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,316.5     ,104.7 ,D
-28.67  ,126.133  ,354.3     ,1   ,1    ,2019-01-22,0145    ,T        ,95        ,6.0NRT ,319.3     ,47.3  ,D
-29.14  ,124.275  ,348.4     ,1.1 ,1.1  ,2019-01-22,0145    ,T        ,89        ,6.0NRT ,321.5     ,36.8  ,D
-29.147 ,124.261  ,350.2     ,1.1 ,1.1  ,2019-01-22,0145    ,T        ,88        ,6.0NRT ,319.1     ,41.7  ,D
-29.149 ,124.273  ,392.6     ,1.1 ,1.1  ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,324.2     ,220.8 ,D
-29.159 ,124.271  ,337       ,1.1 ,1.1  ,2019-01-22,0145    ,T        ,50        ,6.0NRT ,316.6     ,16.2  ,D
-29.077 ,123.187  ,341.4     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,62        ,6.0NRT ,319.3     ,24.4  ,D
-29.089 ,123.198  ,333.6     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,33        ,6.0NRT ,317       ,10.3  ,D
-29.084 ,123.105  ,338.9     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,60        ,6.0NRT ,319.5     ,17.3  ,D
-29.086 ,123.118  ,339.1     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,63        ,6.0NRT ,318.1     ,18.5  ,D
-29.094 ,123.103  ,371.7     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,320.7     ,133.1 ,D
-29.096 ,123.116  ,375.3     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,319.9     ,152.2 ,D
-29.092 ,123.097  ,340.2     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,74        ,6.0NRT ,318.7     ,23.4  ,D
-29.094 ,123.11   ,371.9     ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,321.9     ,137.5 ,D
-29.104 ,123.108  ,365       ,1.3 ,1.1  ,2019-01-22,0145    ,T        ,100       ,6.0NRT ,316.2     ,107.4 ,D
-29.202 ,123.312  ,338.6     ,1.2 ,1.1  ,2019-01-22,0145    ,T        ,54        ,6.0NRT ,318.8     ,18.8  ,D
-29.212 ,123.31   ,350.5     ,1.2 ,1.1  ,2019-01-22,0145    ,T        ,92        ,6.0NRT ,319.9     ,47.1  ,D
-29.214 ,123.323  ,338.1     ,1.2 ,1.1  ,2019-01-22,0145    ,T        ,49        ,6.0NRT ,317.6     ,17.3  ,D
-29.232 ,123.312  ,343.6     ,1.2 ,1.1  ,2019-01-22,0145    ,T        ,85        ,6.0NRT ,319.2     ,32    ,D
-29.235 ,123.325  ,335.1     ,1.2 ,1.1  ,2019-01-22,0145    ,T        ,70        ,6.0NRT ,316.6     ,13.4  ,D
